epoch,loss,mae,val_loss,val_mae
0,0.12657569348812103,1.314041018486023,0.32544782757759094,3.3041086196899414
1,0.05345044657588005,0.5816651582717896,0.358682781457901,3.636507511138916
2,0.04955842345952988,0.5425205826759338,0.33845534920692444,3.434086322784424
3,0.047025613486766815,0.5169490575790405,0.2581506371498108,2.6310315132141113
4,0.040431909263134,0.4503589868545532,0.09101637452840805,0.958268940448761
5,0.036553755402565,0.4108588397502899,0.06167580187320709,0.6632086038589478
6,0.03369981795549393,0.3819306194782257,0.05008962005376816,0.547407329082489
7,0.028957650065422058,0.33350393176078796,0.03843673691153526,0.4304291903972626
8,0.029137276113033295,0.3353482782840729,0.028441740199923515,0.32922086119651794
9,0.028760014101862907,0.3315931260585785,0.03160645440220833,0.3611340820789337
10,0.024689670652151108,0.2897105813026428,0.024981560185551643,0.2938775420188904
11,0.023221883922815323,0.2744946777820587,0.023727955296635628,0.27974024415016174
12,0.021850956603884697,0.26031631231307983,0.020098375156521797,0.2413932830095291
13,0.021954983472824097,0.26163145899772644,0.021655770018696785,0.25947779417037964
14,0.021004052832722664,0.2517312169075012,0.018531259149312973,0.22710765898227692
15,0.019512804225087166,0.23605790734291077,0.014900030568242073,0.18880413472652435
16,0.01917327754199505,0.23259861767292023,0.016599977388978004,0.2044214904308319
17,0.018476642668247223,0.2253657877445221,0.014556657522916794,0.1841803342103958
18,0.01807042397558689,0.22123685479164124,0.013119745999574661,0.16852138936519623
19,0.018481692299246788,0.22576510906219482,0.012431550770998001,0.16005776822566986
20,0.0169192124158144,0.2092687487602234,0.0117946807295084,0.15260015428066254
21,0.016519738361239433,0.2051057070493698,0.012408210895955563,0.16079293191432953
22,0.016328496858477592,0.2032233029603958,0.011411824263632298,0.1504134237766266
23,0.016189342364668846,0.2017824947834015,0.011515266261994839,0.15078295767307281
24,0.01608937419950962,0.20071613788604736,0.012247380800545216,0.15772975981235504
25,0.015499403700232506,0.19454798102378845,0.009691666811704636,0.12595140933990479
26,0.015185612253844738,0.19133281707763672,0.00981631688773632,0.1285928338766098
27,0.015080750919878483,0.19028738141059875,0.010015804320573807,0.13202492892742157
28,0.015091942623257637,0.19043460488319397,0.00992685928940773,0.12961025536060333
29,0.01478212233632803,0.1872563511133194,0.009984003379940987,0.13196693360805511
30,0.014503502286970615,0.18422171473503113,0.009348668158054352,0.12247060984373093
31,0.014384787529706955,0.1829819679260254,0.0093008978292346,0.12089526653289795
32,0.01429735030978918,0.18209980428218842,0.009089999832212925,0.11792827397584915
33,0.014393583871424198,0.18309122323989868,0.009186649695038795,0.12043478339910507
34,0.014079726301133633,0.1799372434616089,0.009113057516515255,0.11906640976667404
35,0.014053402468562126,0.17957672476768494,0.00899992510676384,0.11749037355184555
36,0.013943457044661045,0.178457573056221,0.008884373120963573,0.11498628556728363
37,0.013869083486497402,0.1776461899280548,0.008931533433496952,0.1159820556640625
38,0.013885248452425003,0.17788159847259521,0.009019972756505013,0.11816331744194031
39,0.013790256343781948,0.17688600718975067,0.008967685513198376,0.11729322373867035
40,0.013728206045925617,0.17614921927452087,0.008851452730596066,0.11529184877872467
41,0.013738389126956463,0.1762283891439438,0.00872878823429346,0.11243664473295212
42,0.013713383115828037,0.176038920879364,0.00880485586822033,0.11425600200891495
43,0.013579956255853176,0.17468853294849396,0.008763197809457779,0.1133456602692604
44,0.013594015501439571,0.17486736178398132,0.008816542103886604,0.1143098771572113
45,0.01351458765566349,0.17406748235225677,0.008684682659804821,0.11181633174419403
46,0.013499433174729347,0.1738794445991516,0.00872663501650095,0.11282167583703995
47,0.013631104491651058,0.17522472143173218,0.008699828758835793,0.1119825467467308
48,0.013603752478957176,0.1748998612165451,0.008685959503054619,0.1117534264922142
49,0.013481822796165943,0.17365406453609467,0.008725038729608059,0.11275359243154526
