epoch,loss,mae,val_loss,val_mae
0,0.5870189666748047,5.919921875,1.218203067779541,12.231963157653809
1,0.25178372859954834,2.5673553943634033,1.0898460149765015,10.94835376739502
2,0.19765429198741913,2.025935173034668,0.9880200028419495,9.930108070373535
3,0.15803980827331543,1.6296110153198242,0.47306010127067566,4.7803568840026855
4,0.13856488466262817,1.4347470998764038,0.2494196742773056,2.5435233116149902
5,0.12357813119888306,1.284781575202942,0.14428244531154633,1.4920191764831543
6,0.10261965543031693,1.0749750137329102,0.11335869133472443,1.1821684837341309
7,0.10172487050294876,1.0659857988357544,0.11984498798847198,1.2472851276397705
8,0.0962667390704155,1.0113445520401,0.08787991106510162,0.9270318746566772
9,0.09249889105558395,0.973633348941803,0.08975888043642044,0.9460828304290771
10,0.07651068270206451,0.8135006427764893,0.06368342787027359,0.6848556399345398
11,0.0756329670548439,0.8046951293945312,0.07554049044847488,0.803648054599762
12,0.07321276515722275,0.7804519534111023,0.06583187729120255,0.7066331505775452
13,0.06731145083904266,0.7212719917297363,0.058343563228845596,0.6306610107421875
14,0.06577909737825394,0.7059251666069031,0.05248185247182846,0.5718039274215698
15,0.058861952275037766,0.636502206325531,0.03707230091094971,0.4158026874065399
16,0.05736337602138519,0.6214688420295715,0.03646707534790039,0.40999743342399597
17,0.0563427098095417,0.6112461090087891,0.036979880183935165,0.41536810994148254
18,0.05550423637032509,0.6028702855110168,0.04296830669045448,0.476613312959671
19,0.05376225337386131,0.5854236483573914,0.03481711819767952,0.3936123549938202
20,0.05181456729769707,0.5658397078514099,0.03767818212509155,0.42258569598197937
21,0.049834977835416794,0.5459680557250977,0.03282858058810234,0.37299564480781555
22,0.04935191571712494,0.541135311126709,0.02966667339205742,0.3406112790107727
23,0.049435343593358994,0.5419816374778748,0.031277138739824295,0.3573789596557617
24,0.04850831255316734,0.5326372981071472,0.03144598752260208,0.3597700297832489
25,0.0473221093416214,0.5206834673881531,0.027610143646597862,0.31985995173454285
26,0.0460740327835083,0.5081953406333923,0.026906507089734077,0.3122197091579437
27,0.046069901436567307,0.5081446170806885,0.026804110035300255,0.3110205829143524
28,0.045617859810590744,0.5036361813545227,0.026527663692831993,0.30843299627304077
29,0.04582078009843826,0.5056453943252563,0.026039233431220055,0.30321231484413147
30,0.044378530234098434,0.4911564886569977,0.027135329321026802,0.31462717056274414
31,0.044974640011787415,0.4971749186515808,0.02542337030172348,0.2966378927230835
32,0.044240519404411316,0.4897432029247284,0.025577431544661522,0.29808157682418823
33,0.04397093877196312,0.48708656430244446,0.02528025023639202,0.29505428671836853
34,0.043827082961797714,0.4856112599372864,0.025696467608213425,0.29965218901634216
35,0.04387223720550537,0.48606961965560913,0.024222061038017273,0.2838267683982849
36,0.043644897639751434,0.48375797271728516,0.023908140137791634,0.2803717255592346
37,0.043363478034734726,0.48095929622650146,0.02439688704907894,0.28571996092796326
38,0.04327799007296562,0.48011940717697144,0.02443006820976734,0.28638941049575806
39,0.04369736090302467,0.4843182861804962,0.0239670742303133,0.2810719609260559
40,0.04289407655596733,0.47625115513801575,0.023695550858974457,0.2782650291919708
41,0.04289742931723595,0.47622716426849365,0.023901229724287987,0.2803909480571747
42,0.04271470010280609,0.47444382309913635,0.023829570040106773,0.27958977222442627
43,0.04347139224410057,0.481996089220047,0.023423802107572556,0.2751222550868988
44,0.04293295741081238,0.4766170382499695,0.023516932502388954,0.27623918652534485
45,0.042595814913511276,0.47322502732276917,0.02329256944358349,0.27367672324180603
46,0.042773909866809845,0.47503337264060974,0.023443788290023804,0.2754945456981659
47,0.042743559926748276,0.47472521662712097,0.023653669282794,0.27784237265586853
48,0.04274343326687813,0.4747453033924103,0.02321150153875351,0.27289140224456787
49,0.042672473937273026,0.4740060269832611,0.023272056132555008,0.27364274859428406
