epoch,loss,mae,val_loss,val_mae
0,0.03415100276470184,0.38547903299331665,0.059855345636606216,0.6459669470787048
1,0.01051182858645916,0.14259380102157593,0.059517379850149155,0.6426872611045837
2,0.008464937098324299,0.11989067494869232,0.06025093048810959,0.6502376198768616
3,0.0075838156044483185,0.1105094775557518,0.05204690992832184,0.5684868097305298
4,0.006938687525689602,0.10311392694711685,0.026703041046857834,0.30839234590530396
5,0.004926704801619053,0.07922166585922241,0.015365968458354473,0.19049127399921417
6,0.0041717118583619595,0.07000233232975006,0.008651173673570156,0.1208135262131691
7,0.0041273911483585835,0.06997820734977722,0.004759206436574459,0.0768427774310112
8,0.0037435090634971857,0.06509694457054138,0.00473964074626565,0.07292161881923676
9,0.003664434887468815,0.06495557725429535,0.00496829766780138,0.0802818164229393
10,0.0028123236261308193,0.05280508100986481,0.004829423036426306,0.07581624388694763
11,0.002736099762842059,0.05254658684134483,0.0033975932747125626,0.0565534271299839
12,0.0025982267688959837,0.05060512572526932,0.002499355236068368,0.044294219464063644
13,0.0025325792375952005,0.04983950033783913,0.0030109428334981203,0.0554361417889595
14,0.002460565883666277,0.04909641668200493,0.0025725371669977903,0.05020298436284065
15,0.00201588636264205,0.04276342689990997,0.0018571018008515239,0.037272240966558456
16,0.0020369095727801323,0.04334438592195511,0.0018746440764516592,0.03417389467358589
17,0.0019690922927111387,0.042297910898923874,0.0018899202113971114,0.03704381734132767
18,0.0018922220915555954,0.041211631149053574,0.001818319782614708,0.03440052270889282
19,0.001810675486922264,0.04017378017306328,0.0019009975949302316,0.03588937968015671
20,0.0016746522160246968,0.0381927490234375,0.0015103522455319762,0.028633231297135353
21,0.0016230279579758644,0.0375044085085392,0.0014111531199887395,0.026588834822177887
22,0.0016395743004977703,0.037702806293964386,0.001428875490091741,0.028074946254491806
23,0.0015878285048529506,0.037092212587594986,0.0014624824980273843,0.02929963916540146
24,0.0015625276137143373,0.036803487688302994,0.0014521360863000154,0.02778535522520542
25,0.001480965525843203,0.03554781526327133,0.001268829102627933,0.023975979536771774
26,0.001446762471459806,0.035181835293769836,0.001295204390771687,0.024447407573461533
27,0.0014549141051247716,0.03523419424891472,0.001278369571082294,0.024101383984088898
28,0.0014431013260036707,0.035063471645116806,0.0013232658384367824,0.026554398238658905
29,0.0013970443978905678,0.034543976187705994,0.001240772195160389,0.02287912555038929
30,0.0013641157420352101,0.03397117555141449,0.0011909474851563573,0.022174319252371788
31,0.0013400798197835684,0.03368538245558739,0.0011887045111507177,0.02223227173089981
32,0.0013385498896241188,0.033637747168540955,0.0011744911316782236,0.02168094366788864
33,0.0013302002334967256,0.033600084483623505,0.0011803237721323967,0.02271357737481594
34,0.0013286946341395378,0.033490974456071854,0.001176443649455905,0.021308517083525658
35,0.0013049935223534703,0.03318088501691818,0.0011630896478891373,0.02124396339058876
36,0.0012849528575316072,0.032968949526548386,0.0011406289413571358,0.020744558423757553
37,0.0012869549682363868,0.032974254339933395,0.0011523712892085314,0.021057602018117905
38,0.0012833665823563933,0.03295052424073219,0.0011447978904470801,0.02120569720864296
39,0.001271307235583663,0.032763440161943436,0.0011395893525332212,0.02092938870191574
40,0.0012685469118878245,0.03267001360654831,0.0011296756565570831,0.02049854025244713
41,0.0012694947654381394,0.03276572376489639,0.0011355433380231261,0.020574701949954033
42,0.001286297687329352,0.03287050127983093,0.0011350008426234126,0.020611422136425972
43,0.0012725407723337412,0.0327092781662941,0.0011301483027637005,0.02062954567372799
44,0.0012599844485521317,0.03261011838912964,0.0011306956876069307,0.020406804978847504
45,0.0012518786825239658,0.032483283430337906,0.0011267588706687093,0.020295649766921997
46,0.0012601320631802082,0.03252985700964928,0.001128986245021224,0.020253611728549004
47,0.0012578523019328713,0.032561659812927246,0.0011259972816333175,0.020375635474920273
48,0.001250928733497858,0.0324198417365551,0.0011284551583230495,0.02031887136399746
49,0.0012529861414805055,0.03248085826635361,0.0011244643246755004,0.02032133750617504
